ILM List,
10015504,Cleaning Replacement Reel for Cletop Type MPO Connector Cleaner
10015505,Cleaning One Connector Cleaner LC
10015506,Cleaning One Connector Cleaner SC
10015507,Kit Cleaning Optical Fibre Basic
10015508,Cleaning Tissue Kimwipe 4104
10015509,Medi Swaps Box 200 Pkt
10015510,Cleaning Cletop Stick Cleaners 2.5mm 200 Pkt
10015511,Cleaning Cletop Stick Cleaners 1.5mm 200 Pkt
10015511,Cleaning Cletop Stick Cleaners 1.5mm 200 Pkt
10015512,Solvent Dispenser Bottle 4oz
10015513,"Cleaning Tissue Opto Wipe 4"" 200 Pkt"
10015514,Through adaptor SC duplex SM zirconia sleeve blue each
10015515,Through adaptor SCA duplex SM zirconia sleeve green each
10015517,Muxponder CP QPSK 1x Line 4x Client no APCD 2nd source I04T40G-2 CQP 40G
10015520,DC Power Meter SiteSure DCMU 1U
10015521,DC Power Meter - Sensor 300A (Min qty - 10)
10015522,DC Power Meter - Sensor 600A (Min qty - 10)
10015523,DC Power Meter - Sensor 1200A (Min qty - 10)
10015524,DC Power Meter Ethernet Switch 8 Port DIN Min qty 10
10015525,DC Power Meter PowerManager2 Software 1 x DCMU devices
10015526,DC Power Meter PowerManager2 Software 10 x DCMU devices
10015527,DC Power Meter PowerManager2 Software 25 x DCMU devices
10015528,DC Power Meter PowerManager2 Software 50 x DCMU devices
10015529,DC Power Meter PowerManager2 Software 80 x DCMU devices
10015530,DC Power Meter PowerManager2 Software 125 x DCMU devices
10015531,DC Power Meter PowerManager2 Software 200 x DCMU devices
10015532,DC Power Meter PowerManager2 Software 300 x DCMU devices
10015533,High Superstructure Mounting Kit V2.0
10015535,Cable 1F Hybrid Drop 75M Opti
10015536,Supply -96F Zone Terminal (100m)
10015537,LC to SC/APC SM Duplex 3mm yel
10015538,SC to SC/APC SM Simplex 2mm
10015539,12F Sheath = PEHJ (Blue)
10015540,Chassis Earth Cable2 6mm for DWDM ML SP110 SU50
10015541,Multiport 8 port with 5m tail
10015542,Loom for OLR RMM at SU57 Raw
10015542,Loom for OLR RMM at SU57 Raw
10015543,Loom for OLR RMB at SU49 Raw
10015543,Loom for OLR RMB at SU49 Raw
10015544,Cable Assembly CB & Door Alarm to RJ45 for OLR&F 1800mm high RackRaw
10015544,Cable Assembly CB & Door Alarm to RJ45 for OLR&F 1800mm high RackRaw
10015545,Cable Assembly RMB to CB & Door Alarm for OLR&F 1800mm high RackRaw
10015545,Cable Assembly RMB to CB & Door Alarm for OLR&F 1800mm high RackRaw
10015546,Cable Assembly Temp Sensor Cable for OLR&F 1800mm High RackRaw
10015546,Cable Assembly Temp Sensor Cable for OLR&F 1800mm High RackRaw
10015547,Loom Infeed Power 15000mm for OLRF Rack
10015547,Loom Infeed Power 15000mm for OLRF Rack
10015548,Lug Copper CAB CAL16 10 16MM2 10MM Stud Box of 100
10015549,FDH Plinth Frame
10015624,FDT Rapid Fibre Wall Box 24 port SC APC to MPO connector with 30m of 12F dual strand cable including Cable Management Shroud
10015625,FDT Rapid Fibre Wall Box 24 port SC APC to MPO connector with 60m of 12F dual strand cable including Cable Management Shroud
10015626,FDT Rapid Fibre Wall Box 24 port SC APC to MPO connector with 90m of 12F dual strand cable including Cable Management Shroud
10015627,Cable Ribbon Feeder 12F Terminated One Connector 20m
10015638,Converter Power AC to DC for SEM devices in AC power racks
10015639,Rectifier Modual
10015667,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 3m
10015668,Cable Tether Extension 12F Aerial OPTITIP Connector 5M
10015669,Cable Tether Extension 12F Aerial OPTITIP Connector 15M
10015670,Cable Tether Extension 12F Aerial OPTITIP Connector 20M
10015671,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 25m
10015672,Cable Tether Extension 12F Aerial OPTITIP Connector 35M
10015673,Cable Tether Extension 12F Aerial OPTITIP Connector 40M
10015674,Cable Tether Extension 12F Aerial OPTITIP Connector 45M
10015675,Cable Tether Extension 12F Aerial OPTITIP Connector 55M
10015676,Cable Tether Extension 12F Aerial OPTITIP Connector 60M
10015677,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 65m
10015678,Cable Tether Extension 12F Aerial OPTITIP Connector 70M
10015679,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 75m
10015680,Cable Tether Extension 12F Aerial OPTITIP Connector 80M
10015681,Cable Tether Extension 12F Aerial OPTITIP Connector 85M
10015682,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 90m
10015683,Cable Tether Extension 12F Aerial OPTITIP Connector 95M
10015684,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 105m
10015685,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 110m
10015686,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 115m
10015687,Cable Tether Extension 12F Aerial OPTITIP Connector 120M
10015688,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 125m
10015689,Cable Tether Extension 12F Aerial OPTITIP Connector 130M
10015690,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 145m
10015691,Cable Tether Extension 12F Aerial OPTITIP Connector 140M
10015692,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 145m
10015693,Cable Tether Extension 12F Aerial 2x OPTITIP Connector 150m
10015694,Straight YP-35/YC-12 H05VV F0.75/3C Cool Gray 1C length 0.5m Min Order 10000 cables
10015695,Straight YP-35/YC-12 H05VVF 0.75/3C Cool Gray 1C length 0.8m Min Order 10000 cables
10015696,Straight YP-35/YC-12 H05VVF 0.75/3C Cool Gray 1C length 1.2m Min Order 10000 cables
10015697,Straight YP-35/YC-12 H05VVF 1.0/3C Cool Gray 1C length 3.0m Min Order 10000 cables
10015699,Cable Assembly RMB to CB and Door Alarm for 300 mm Deep Rack
10015699,Cable Assembly RMB to CB and Door Alarm for 300 mm Deep Rack
10015700,Loom for RMM At SU71 300MMD
10015700,Loom for RMM At SU71 300MMD
10015701,OLRF POWER CABLE UBAT 1 FOR SU46 IN 2.2M RACK
10015702,OLRF POWER CABLE UBAT 2 FOR SU46 IN 2.2M RACK
10015703,Set Of Wires For Wireless Fan Cpg MlSP 110SP 310 A B Su21
10015703,Set Of Wires For Wireless Fan Cpg MlSP 110SP 310 A B Su21
10015704,Chassis Earth Cable 16Mm For Wireless Fan CPG MI SP310 A B SU21
10015704,Chassis Earth Cable 16Mm For Wireless Fan CPG MI SP310 A B SU21
10015705,Chassis Earth Cable 6mm For Wireless Fan CPG Ml SP110
10015705,Chassis Earth Cable 6mm For Wireless Fan CPG Ml SP110
10015706,Loom DWDM Power for OLR Racks 2350mm Raw
10015707,Loom DWDM Power for OLR Racks 2850mm Raw
10015708,Loom DWDM power for OLR Rack 300mm Deep 2350mm Raw
10015709,Loom DWDM power for OLR Rack 300mm Deep 2850mm Raw
10015710,Mechanical connector Field Installable A/SC 2.4 and 2.9mm boot
10015712,Plinth Type 1
10015713,Patch cord Simplex SC APC to SC APC 6.0m
10015713,Patch cord Simplex SC APC to SC APC 6.0m
10015713,Patch cord Simplex SC APC to SC APC 6.0m
10015714,OLT Kit Chassis Bundle no line cards or SFPs inluded
10015716,Screw Steel WAR 28393 PANHD 6X12 ZINC Pack 100
10015717,Washer Spring WAR 33041 6Mm Pack 100
10015718,Washer WAR 4438 14 X 58 X 14 Pack 100
10015736,Premises Cable 2.9mm Indoor Outdoor Cable LSZH G657A2 SC APC one end 1m
10015737,Premises Cable 2.9mm Indoor Outdoor LSZH G657A2 SC APC one end 3m
10015738,Premises Cable 2.9mm Indoor Outdoor LSZH G657A2 SC APC one end 5m
10015739,Premises Cable 2.9mm Indoor Outdoor LSZH G657A2 SC APC both ends 1m
10015740,Premises Cable 2.9mm Indoor Outdoor LSZH G657A2 SC APC both ends 3m
10015741,Premises Cable 2.9mm Indoor Outdoor LSZH G657A2 SC APC both ends 5m
10015743,Riser 6 FDH GEN 3E Almond
10015744,Plate Riser side? FDH GEN 3E Almond
10015745,Cable Stranded 72F Underground
10015745,Cable Stranded 72F Underground
10015746,Fibre Pathway Terminated W SC APC Connector 30M Spool Kit Incl 1 X ILU Wall Cover 1 X Faceplate Mini ILU
10015746,Fibre Pathway Terminated W SC APC Connector 30M Spool Kit Incl 1 X ILU Wall Cover 1 X Faceplate Mini ILU
10015747,Multi Purpose Box
10015747,Multi Purpose Box
10015748,Utility Cart Assembly Kit
10015748,Utility Cart Assembly Kit
10015749,Installation Tool Kit
10015749,Installation Tool Kit
10015750,Installation Application Head 1 Per Box
10015750,Installation Application Head 1 Per Box
10015751,Easy Trap Flip Holder Tool Only
10015751,Easy Trap Flip Holder Tool Only
10015752,Easy Trap Duster 125Mm X 150Mm X 9M Roll
10015752,Easy Trap Duster 125Mm X 150Mm X 9M Roll
10015753,Free Hand Tool
10015753,Free Hand Tool
10015754,Window Cut Tool
10015754,Window Cut Tool
10015755,Window Cut Template
10015755,Window Cut Template
10015756,Tool for Duct Installation One Pass Mini
10015756,Tool for Duct Installation One Pass Mini
10015757,Tool for Duct Flange Chopmer One Pass Mini
10015757,Tool for Duct Flange Chopmer One Pass Mini
10015758,Installation Tool Kit ILU Mini
10015758,Installation Tool Kit ILU Mini
10015759,Rapid IFDH 72F (MPO Panel)
10015760,Premise Cable 2.9mm SCA Single End 75m
10015761,Premise Cable 2.9mm SCA Single End 100m
10015762,Premise Cable 2.9mm SCA Single End 150m
10015763,Premise Cable 2.9mm SCA Single End 200m
10015764,Premise Cable 4.8mm SCA Single End 75m
10015765,Premise Cable 4.8mm SCA Single End 100m
10015766,Premise Cable 4.8mm SCA Single End 150m
10015767,Premise Cable 4.8mm SCA Single End 200m
10015768,Cable Assembly Rear Door Alarm for EFS Rack with RMB
10015768,Cable Assembly Rear Door Alarm for EFS Rack with RMB
10015769,NAP SNAP 6+6 STUB Length 75M
10015770,NAP SNAP 6+6 STUB Length 150M
10015771,NAP SNAP 6+6 STUB Length 250M
10015772,Branch NAP BNAP 4+4+4 STUB LENGTH 100M
10015773,Branch NAP BNAP 4+4+4 STUB LENGTH 250M
10015774,Multiport BSeries 4+2 x 4 003m
10015775,Cable Premises 2.44mm Low Friction SC APC one end 75m
10015776,Cable Premises 2.44mm Low Friction SC APC one end 100m
10015777,Cable Premises 2.44mm Low Friction SC APC one end 150m
10015778,Cable Premises 2.44mm Low Friction SC APC one end 200m
10015779,Harness Converter HMFOC to 12 SCA tails
10015780,Optisheath Zone Fixed 200M 144F
10015781,Optisheath Zone Fixed 500M 144F
10015782,Optisheath Zone Fixed 800M 144F
10015783,Optisheath Zone Fixed 200M 72F
10015784,Optisheath Zone Fixed 500M 72F
10015785,Optisheath Zone Fixed 800M 72F
10015794,IMM 12 Port Line Card Kit
10015795,Chassis Bundle Kit ESS 12 with CPM4
10015796,IMM 20 Port SF Multicore Kit
10015797,IMM 48 Port SFP Multicore Kit
10015798,Line Card IMM Kit MR
10015829,OEF Subrack splice patch 72F A/SC 8x3 LP Front mount 1343
10015830,Duct Optic
10015831,Splice Through Kit SC APC 30m x 4 splice through adaptors
10015832,Splice Through Kit SC APC 60m x 4 splice through adaptors
10015833,Splice Through Kit SC APC 100m x 4 splice through adaptors
10015834,Splice Through Kit SC APC 140m x 4 splice through adaptors
10015835,Splice Through Kit SC APC 180m x 4 splice through adaptors
10015836,Tool Set of 3 A/SC Connector and Adaptor Removal
10015837,Subrack Cover Perspex and Labels
10015838,Installation Application Pole
10015838,Installation Application Pole
10015839,Surface Wall Mount Compatibility Test Kit Immediate
10015840,Cable Strain Relief Outdoor
10015841,Nut Hex Steel M6 Packet of 100
10015842,Washer Lock Steel M6 EXT TOOTH Packet of 1000
10015843,Bolt Hex M6 x 12mm WAR3697 Box of 100
10015844,Spacer Nylon Black 10mm x 10mm w 6.3WAR25555 box of 100
10015845,Lug 10mm2 M5 Hole T&BMCC10M5 Box of 100
10015854,Booklet Print A5 16pp with 4pp cover NTD Enclosure
10015855,Muxponder CP QPSK 1x Line 10x Client I10T100G-2 CQP 100G
10015856,I01T100G-2 CQP 100G Transponder CP QPSK 1x Line 1x Client CFP
10015856,I01T100G-2 CQP 100G Transponder CP QPSK 1x Line 1x Client CFP
10015857,Compact Flash Module R5.30 50 for NE Controller 8GB CFM
10015858,Cable Assembly Power for ECS 1 Leal Rack with 7 OEF Trays
10015858,Cable Assembly Power for ECS 1 Leal Rack with 7 OEF Trays
10015859,Cable Assembly Earth ECS Leal Rack with 7 OEF Trays
10015859,Cable Assembly Earth ECS Leal Rack with 7 OEF Trays
10015860,Loon for DWDM Wireless FAN SU69
10015860,Loon for DWDM Wireless FAN SU69
10015867,GPON NTD SDU Indoor ICS01and ICS02 MDU only
10015868,Conn QC Fork 3.7mm Yellow ANPPT4724 pack of 100
10015869,Subrack complete with two 2 TE cable assemblies
10015870,Ribbon Splicer Kit FSM60R
10015871,Ribbon Splicer Kit FSM60R
10015872,Ribbon Splicer Kit FSM70R
10015873,Ribbon Splicer Kit FSM70R
10015874,Fibre Holder 250um pair Single Fibre
10015875,Blade Replacement for the CT-30 Cleaver
10015876,Electrode Set for 60R 70R
10015877,Safety Glasses
10015878,Container Sharps
10015879,Tool Ergonomic Kevlar Cutters
10015880,Tool Ergonomic Three Hole Strippers 250um 900um 2mm
10015881,Tool Fibre Tweezers
10015882,Tool Bag Ruggedised
10015883,Cleaning Kit Splicer Cleaning ideal for cleaning fusion splicers in the field
10015884,Brush Cleaning VGroove
10015885,Electrode Sharpener Fitel
10015886,Converter DC 48V12V 25W MW
10015915,Panel Blanking 1U Grey
10015916,Panel Blanking 2U Grey
10015917,Panel Blanking 3U Grey
10015918,Panel Blanking 4U Grey
10015919,Panel Blanking 5U Grey
10015920,Bracket Kit FSDR Sensor Type 3 19in 1RU
10015921,Bracket Kit HCLOD Sensor Type 1 Low 13mm
10015922,Bracket Kit HCLOD Sensor Type 2 High 143mm
10015923,Cable Kit DEM Pow Volt Sense Wire 3M
10015924,Cable Kit DEM Pow Volt Sense Wire 4M
10015925,Cable Kit DEM Pow Volt Sense Wire 8M
10015926,Cable Kit CAT5 2M EARTHG Y 2.5MM2 1.5M W M6 M8 LUG & M8 Bolt Kit
10015928,Communications DC Kit 3G
10015929,Sensor Cable Shielded DEM 300A 12MTS Long
10015930,Sensor Cable Shielded DEM 300A 20MTS Long
10015931,Sensor Cable Shielded DEM 300A 2MTS Long
10015932,Sensor Cable Shielded DEM 300A 4MTS Long
10015933,Sensor Cable Shielded DEM 300A 8MTS Long
10015934,Sensor Cable Shielded DEM 600A 1200A 12MTS Long
10015935,Sensor Cable Shielded DEM 600A 1200A 20MTS Long
10015936,Sensor Cable Shielded DEM 600A 1200A 2MTS Long
10015937,Sensor Cable Shielded DEM 600A 1200A 4MTS Long
10015938,Sensor Cable Shielded DEM 600A 1200A 8MTS Long
10015939,Fixing Kit K 4Xcage Nuts Wshrs Scrws 2mm
10015941,Kit Dem Bolts Nuts Washers Lugs For Hclod Rack
10015964,PO227304 Cisco NCN Project - ACTV-2SYA-02
10015965,PO227305 Cisco NCN Project ACTV-3MEB-02
10015966,PO227314 Cisco NCN Project ACTV-3MEA-02
10015967,PO229857 Cisco NCN Project ACTV-4BNB-02
10015968,PO229823 Cisco NCN Project ACTV-5ADB-02
10015969,PO229858 Cisco NCN Project ACTV-4BNA-02
10015970,PO229824 Cisco NCN Project ACTV-6PEB-01
10015971,PO229822 Cisco NCN Project ACTV-6PEA-02
10015972,PO227295 Cisco NCN Project ACTV-3CAU-01
10015973,PO227296 Cisco NCN Project ACTV-3LIL-01
10015974,PO227297 Cisco NCN Project ACTV-3WHL-02
10015975,PO230706 Cisco NCN Project CIS-003222-SOW3
10015976,Filter Fan Tray ACC 7210 SASE M 10 pack
10015977,FAN 7210 SAS E M Fan Tray ETR & Non ETR Spare
10015979,Muxponder 40G CP-QPSK - 1x Line 4x Client
10015980,Cable Drop 1F Optitap to stub end 15m
10015981,Rapid Fibre Wall Box 24 port SC/APC to MPO connector with 30M of 12 fibre dual strand cable
10015982,Rapid Fibre Wall Box 24 port SC/APC to MPO connector with 60M of 12 fibre dual strand cable
10015983,Rapid Fibre Wall Box 24 port SC/APC to MPO connector with 90M of 12 fibre dual strand cable
10016002,Birdproofed FO Extension ODC2 to ODC2 5m
10016003,Birdproofed FO Extension ODC2 to ODC2 10m
10016004,Birdproofed FO Extension ODC2 to ODC2 15m
10016005,Birdproofed FO Extension ODC2 to ODC2 20m
10016006,DC Male Connector Extension
10016007,DC Female Connector Extension
10016008,2F LCLC SM RRUS02 RRUS11 30M
10016009,2F LCLC SM RRUS02 RRUS11 50M
10016010,2F LCLC SM RRUS02 RRUS11 70M
10016011,2F LCLC SM RRUS02 RRUS11 100M
10016012,2F LCLC SM RRUS02 RRUS11 150M
10016013,Power Cable 2x6 mm2 100m
10016014,Power Cable 2x6 mm2 200m
10016015,Power Cable 2x6 mm2 500m
10016016,Power Cable 2x10 mm2 100m
10016017,Power Cable 2x10 mm2 300m
10016018,Power Cable 2x10 mm2 500m
10016019,Tube kit 8m
10016038,Shroud Kit for 24F FDT
10016039,Bolt M10 x 25mm Zinc Plated WAR8042 Box 100
10016040,Washer Spring coil zinc 8mm WAR330421 Box 100
10016041,Washer Spring coil zinc 10mm WAR33045 Box 100
10016042,TR143 Test HP DL380 G8 HW incl 4 port 1GE PCI Adapt
10016043,TR143 Test HP DL380 G8 HW incl 4 port 1GE PCI Adapt Expansion
10016044,2 port 10GE Interfaces LR HP DL380 G8
10016045,10 GE Optical Interface Long Range
10016046,Multiport 4 Port Single Mode Small Footprint SFM Flexible Service Terminal FST
10016046,Multiport 4 Port Single Mode Small Footprint SFM Flexible Service Terminal FST
10016046,Multiport 4 Port Single Mode Small Footprint SFM Flexible Service Terminal FST
10016047,Multiport 8 Port Single Mode Small Foot Print SFM Flexible Service Terminal FST
10016047,Multiport 8 Port Single Mode Small Foot Print SFM Flexible Service Terminal FST
10016047,Multiport 8 Port Single Mode Small Foot Print SFM Flexible Service Terminal FST
10016048,Multiport 12 Port Single Mode Small Foot Print SFM Flexible Service Terminal FST
10016048,Multiport 12 Port Single Mode Small Foot Print SFM Flexible Service Terminal FST
10016048,Multiport 12 Port Single Mode Small Foot Print SFM Flexible Service Terminal FST
10016053,Contactor Change over
10016054,GPON NTD SDU Indoor I-240G-R (thermal improved) new SLIC v1.4
10016055,Multiport Dust Cap Packet 20
10016056,Mechanical Port for ORS6 including 3 cable grommets 10mm 14mm 18mm suitable for round cables 10mm18mm
10016057,User Guide Fibre NTD
10016058,Power Warning Label
10016059,Patch Cord Simplex SC APC to SC APC 10.5m
10016060,AGG_KIT_NBN_Aggregation Line Card IMM (ECS/EAS/EFS)
10016089,Patch Cord Simplex SC APC to SC APC 11m
10016090,Patch Cord Simplex SC APC to SC APC 11.5m
10016091,Patch Cord Simplex SC APC to SC APC 12m
10016092,Patch Cord Simplex SC APC to SC APC 12.5m
10016093,Patch cord connector SC APC to SC APC 13m
10016094,Patch cord connector SC APC to SC APC 13.5m
10016095,Patch cord connector SC APC to SC APC 14m
10016096,Patch cord connector SC APC to SC APC 14.5m
10016097,Patch Cord Simplex SC APC to SC APC 15.5m
10016098,Patch Cord Simplex SC APC to SC APC 16m
10016099,Patch cord connector SC APC to SC APC 16.5m
10016100,Patch cord connector SC APC to SC APC 17m
10016101,Patch cord connector SC APC to SC APC 17.5m
10016102,Patch cord connector SC APC to SC APC 18m
10016103,Patch cord connector SC APC to SC APC 18.5m
10016104,Patch cord connector SC APC to SC APC 19m
10016105,Patch cord connector SC APC to SC APC 19.5m
10016106,DEM SENSOR CABLE SHIELDED - 300A - 20MTS LONG
10016107,Sensor Cable Shielded DEM 300A 30MTS Long
10016108,Sensor Cable Shielded DEM 300A 50MTS Long
10016109,DEM SENSOR CABLE SHIELDED - 600A/1200A - 20MTS LONG
